split,criterion,seed,epoch,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Top-3 Acc,Macro Recall@3
balanced,focal_loss,seed_33,2,0.689,0.7033687675927123,0.689,0.6857913734960494,0.6857913734960495,0.9211,0.9211000000000003
balanced,focal_loss,seed_33,3,0.735,0.7435964914367673,0.735,0.7340004045044289,0.734000404504429,0.9394,0.9394
balanced,focal_loss,seed_33,4,0.705,0.7381592860755368,0.705,0.7057046298116004,0.7057046298116004,0.9261,0.9260999999999999
balanced,focal_loss,seed_33,5,0.7406,0.7696487650650878,0.7405999999999999,0.7418719119973817,0.7418719119973817,0.9404,0.9404
balanced,focal_loss,seed_33,6,0.733,0.7673891855431132,0.7329999999999999,0.7384811887287621,0.7384811887287622,0.9423,0.9423
balanced,focal_loss,seed_33,7,0.7549,0.7652644943568454,0.7549,0.7557930200227869,0.7557930200227871,0.9519,0.9519
balanced,focal_loss,seed_33,8,0.7733,0.7837258515568706,0.7733000000000001,0.7729353300866701,0.7729353300866701,0.9496,0.9496
balanced,focal_loss,seed_33,9,0.773,0.7877797999792637,0.773,0.7734837657067946,0.7734837657067946,0.9508,0.9507999999999999
balanced,focal_loss,seed_33,10,0.8,0.7992636943356326,0.8,0.7979406463747717,0.7979406463747716,0.9556,0.9556000000000001
balanced,focal_loss,seed_33,11,0.7765,0.7866329751421143,0.7765000000000001,0.7749516743047478,0.7749516743047478,0.9514,0.9513999999999999
balanced,focal_loss,seed_33,12,0.7938,0.7991274158443682,0.7938,0.793073817789318,0.7930738177893182,0.9566,0.9565999999999999
balanced,focal_loss,seed_33,13,0.8,0.8077471236489566,0.8,0.8018118830161198,0.8018118830161198,0.9621,0.9620999999999998
balanced,focal_loss,seed_33,14,0.8166,0.8205833156196254,0.8166,0.8169810461421051,0.8169810461421052,0.9613,0.9612999999999999
balanced,focal_loss,seed_33,15,0.8039,0.811006181698365,0.8039,0.8034162446114225,0.8034162446114226,0.9611,0.9610999999999998
balanced,focal_loss,seed_33,16,0.7932,0.7960226003958875,0.7932,0.7901827569877027,0.7901827569877026,0.953,0.953
balanced,focal_loss,seed_33,17,0.8136,0.8167884722281842,0.8135999999999999,0.8134232594658029,0.8134232594658029,0.9618,0.9617999999999999
balanced,focal_loss,seed_33,18,0.8137,0.8192487355551089,0.8136999999999999,0.8137360778110769,0.8137360778110769,0.9598,0.9597999999999999
balanced,focal_loss,seed_33,19,0.8133,0.816251993990585,0.8132999999999999,0.8119494134498382,0.8119494134498381,0.964,0.9639999999999999
balanced,focal_loss,seed_33,20,0.8155,0.8182714584993688,0.8154999999999999,0.8152777827273848,0.8152777827273847,0.965,0.9649999999999999
balanced,focal_loss,seed_45,1,0.5419,0.5706160508017344,0.5419,0.5285806542391644,0.5285806542391646,0.8414,0.8413999999999999
balanced,focal_loss,seed_45,2,0.6726,0.6760402973254954,0.6725999999999999,0.6674151357370028,0.6674151357370028,0.9109,0.9109
balanced,focal_loss,seed_45,3,0.7071,0.7241719228629386,0.7071,0.7029070958023732,0.7029070958023733,0.9289,0.9289
balanced,focal_loss,seed_45,4,0.7228,0.7387127820279646,0.7228,0.719037112491178,0.7190371124911779,0.9263,0.9263
balanced,focal_loss,seed_45,5,0.7411,0.7464403637901507,0.7411000000000001,0.7375582910067416,0.7375582910067416,0.9386,0.9386000000000001
balanced,focal_loss,seed_45,6,0.7494,0.7624174288195251,0.7494,0.7473490032898693,0.7473490032898694,0.9381,0.9381
balanced,focal_loss,seed_45,7,0.7701,0.7726564017362829,0.7701,0.7688385666096075,0.7688385666096074,0.9468,0.9468
balanced,focal_loss,seed_45,8,0.7617,0.7731537820009351,0.7617,0.7624272044381725,0.7624272044381725,0.9457,0.9456999999999999
balanced,focal_loss,seed_45,9,0.7855,0.7904958975230507,0.7855,0.7845242928185621,0.784524292818562,0.949,0.9490000000000002
balanced,focal_loss,seed_45,10,0.7965,0.80996432384695,0.7964999999999999,0.7990643049928252,0.7990643049928252,0.9585,0.9585000000000001
balanced,focal_loss,seed_45,11,0.7985,0.8001046291120918,0.7985,0.7975227857516201,0.79752278575162,0.9549,0.9549
